Data;Hora;UmidadeRelativa;PressaoAtmosferica;TemperaturaDoAr;TemperaturaInterna;PontoDeOrvalho;SensacaoTermica;RadiacaoSolar;DirecaoDoVento;VelocidadeDoVento;Precipitacao;Local
31/12/14;23:45:10;50.400000000000006;0;26;28.1;14.9;;0;0;0;0;Erasmo
31/12/14;23:30:10;51.5;0;25.900000000000002;28.1;15.200000000000001;;0;0;0;0;Erasmo
31/12/14;23:15:10;51.900000000000006;0;25.900000000000002;28.3;15.200000000000001;;0;0;0;0;Erasmo
31/12/14;23:00:10;54.6;0;25.8;28.5;16;;0;0;0;0;Erasmo
31/12/14;22:45:10;53.7;0;26.1;28.700000000000003;16;;0;0;0;0;Erasmo
31/12/14;22:30:10;51.7;0;26.400000000000002;28.8;15.5;;0;0;0;0;Erasmo
31/12/14;22:15:10;50.7;0;26.6;28.900000000000002;15.5;;0;0;0;0;Erasmo
31/12/14;22:00:10;47.400000000000006;0;26.900000000000002;29;14.600000000000001;;0;0;0;0;Erasmo
31/12/14;21:45:09;48.400000000000006;0;26.700000000000003;29.1;14.8;;0;0;0;0;Erasmo
31/12/14;21:30:10;46.1;0;27;29.1;14.3;;0;0;0;0;Erasmo
31/12/14;21:15:10;41.5;0;27.1;29.200000000000003;12.9;;0;0;0;0;Erasmo
31/12/14;21:00:10;42;0;27;29.200000000000003;13;;0;0;0;0;Erasmo
31/12/14;20:45:10;42.300000000000004;0;27;29.3;13.200000000000001;;0;0;0;0;Erasmo
31/12/14;20:30:10;43;0;27;29.400000000000002;13.3;;0;0;0;0;Erasmo
31/12/14;20:15:10;42.2;0;27;29.6;13.100000000000001;;0;0;0;0;Erasmo
31/12/14;20:00:10;41.900000000000006;0;27.200000000000003;29.8;13.100000000000001;;0;0;0;0;Erasmo
31/12/14;19:45:10;40.1;0;27.3;30.1;12.700000000000001;;0;0;0;0;Erasmo
31/12/14;19:30:09;41.6;0;27.3;30.400000000000002;13.100000000000001;;0;0;0;0;Erasmo
31/12/14;19:15:09;41.300000000000004;0;27.3;30.900000000000002;13;;0;0;0;0;Erasmo
31/12/14;19:00:10;45.6;0;27.700000000000003;31.400000000000002;14.8;;0;0;0;0;Erasmo
31/12/14;18:45:10;44.800000000000004;0;28.200000000000003;31.900000000000002;15.200000000000001;;0;0;0;0;Erasmo
