Data;Hora;UmidadeRelativa;PressaoAtmosferica;TemperaturaDoAr;TemperaturaInterna;PontoDeOrvalho;SensacaoTermica;RadiacaoSolar;DirecaoDoVento;VelocidadeDoVento;Precipitacao;Local
31/12/11;23:46:34;94.10000000000001;918.3000000000001;18.900000000000002;22.200000000000003;17.900000000000002;;0;104;4;0.4;Erasmo
31/12/11;23:30:32;94.10000000000001;918.4000000000001;18.900000000000002;22.200000000000003;17.900000000000002;;0;115;5;0.8;Erasmo
31/12/11;23:16:32;94.10000000000001;918.4000000000001;18.900000000000002;22.1;17.900000000000002;;0;95;7.2;2.2;Erasmo
31/12/11;23:00:32;94.10000000000001;918.5;18.8;22.200000000000003;17.900000000000002;;0;92;10.8;3.7;Erasmo
31/12/11;22:46:32;94.10000000000001;918.7;18.900000000000002;22.200000000000003;17.900000000000002;;0;89;10.4;5.300000000000001;Erasmo
31/12/11;22:30:32;94;918.7;19;22.200000000000003;18;;0;147;3.6;7.5;Erasmo
31/12/11;22:16:32;94;918.9000000000001;18.900000000000002;22.3;17.900000000000002;;0;124;2.2;7.5;Erasmo
31/12/11;22:00:32;94;918.8000000000001;19;22.3;18;;0;118;7.2;10.4;Erasmo
31/12/11;21:46:32;94;918.5;19;22.3;18;;0;112;8.6;10.600000000000001;Erasmo
31/12/11;21:30:32;93.9;918.6;19.1;22.400000000000002;18;;0;115;7.9;8.1;Erasmo
31/12/11;21:16:32;93.9;918.6;19.1;22.5;18.1;;0;105;6.1000000000000005;6.7;Erasmo
31/12/11;21:00:32;93.9;918.5;19.200000000000003;22.5;18.1;;0;64;6.5;3.2;Erasmo
31/12/11;20:46:32;93.9;918.2;19.1;22.6;18.1;;0;137;7.6000000000000005;1.8;Erasmo
31/12/11;20:30:32;93.9;918;19.1;22.700000000000003;18.1;;0;123;5.4;3;Erasmo
31/12/11;20:16:32;93.9;918;19.1;22.8;18.1;;0;155;5;3.2;Erasmo
31/12/11;20:00:32;93.80000000000001;917.7;19.3;23;18.3;;0;116;6.5;3.7;Erasmo
31/12/11;19:46:32;93.80000000000001;917.6;19.5;23.1;18.5;;1;112;6.800000000000001;5.1000000000000005;Erasmo
31/12/11;19:30:32;93.7;917.5;19.6;23.3;18.6;;2;114;9.700000000000001;6.7;Erasmo
31/12/11;19:16:31;93.7;917.4000000000001;19.8;23.400000000000002;18.7;;2;147;6.1000000000000005;7.9;Erasmo
31/12/11;19:00:33;93.60000000000001;917.2;19.700000000000003;23.6;18.7;;8;127;7.6000000000000005;8.1;Erasmo
31/12/11;18:46:32;93.5;917.1;19.8;23.900000000000002;18.7;;17;129;10.8;6.7;Erasmo
31/12/11;18:30:32;93.4;917;19.8;24.3;18.7;;17;124;6.1000000000000005;6.300000000000001;Erasmo
31/12/11;18:16:32;93.2;916.8000000000001;19.900000000000002;24.8;18.8;;15;111;15.100000000000001;4.7;Erasmo
31/12/11;18:00:31;93;916.7;20.1;25.5;18.900000000000002;;24;98;14;3.2;Erasmo
31/12/11;17:46:31;92.7;916.7;20.200000000000003;26.400000000000002;19;;60;97;13.700000000000001;2.6;Erasmo
31/12/11;17:30:32;88.80000000000001;916.8000000000001;21;27.400000000000002;19.1;;89;120;6.5;0;Erasmo
31/12/11;17:16:32;86.2;916.7;21.3;28.200000000000003;18.900000000000002;;136;78;7.6000000000000005;0;Erasmo
31/12/11;17:00:31;81.10000000000001;916.9000000000001;22.400000000000002;29.1;19.1;;149;127;13.3;0;Erasmo
31/12/11;16:46:31;72.7;917.1;24.3;29.5;18.900000000000002;;291;122;16.900000000000002;0;Erasmo
31/12/11;16:30:31;64.10000000000001;917.3000000000001;24.3;29.5;17.3;;242;175;5;0;Erasmo
31/12/11;16:16:31;62.900000000000006;917.6;24.700000000000003;29.400000000000002;17.400000000000002;;307;216;6.1000000000000005;0;Erasmo
31/12/11;16:00:31;66.10000000000001;917.7;25.200000000000003;28.900000000000002;18.2;;444;175;4;0;Erasmo
31/12/11;15:46:31;69.8;917.9000000000001;24.200000000000003;28.400000000000002;18;;436;339;2.5;0;Erasmo
31/12/11;15:30:32;73.10000000000001;918.3000000000001;23.700000000000003;27.900000000000002;17.8;;337;275;5;0;Erasmo
