Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83781;15/11/2011;1200;34.7;;16.9;;;;;;
83781;16/11/2011;0000;;20.2;;0.2;0.9;16.36;84.25;2.666667;
83781;16/11/2011;1200;25.3;;14.6;;;;;;
83781;17/11/2011;0000;;22;;4.3;1.9;16.7;70;2.4;
83781;17/11/2011;1200;0;;13.5;;;;;;
83781;18/11/2011;0000;;23;;9.1;3.2;16.96;66.25;3.833333;
83781;18/11/2011;1200;0;;12.6;;;;;;
83781;19/11/2011;0000;;21.1;;1.1;4.1;16.9;75.25;4.566667;
83781;19/11/2011;1200;0;;14;;;;;;
83781;20/11/2011;0000;;27.2;;11.4;4;19.26;68.25;3.466667;
83781;20/11/2011;1200;0;;13.7;;;;;;
83781;21/11/2011;0000;;30.2;;8.9;3.5;22.86;64.25;2.933333;
83781;21/11/2011;1200;0;;16.3;;;;;;
83781;22/11/2011;0000;;24.3;;1.6;6.7;21.76;84.5;3.966667;
83781;22/11/2011;1200;0;;19.9;;;;;;
83781;23/11/2011;0000;;23.3;;2;2.6;19.16;77.25;2.933333;
83781;23/11/2011;1200;7;;16.9;;;;;;
83781;24/11/2011;0000;;28.3;;12;3.2;21.12;62;1.8;
83781;24/11/2011;1200;0;;14.4;;;;;;
83781;25/11/2011;0000;;30.1;;11.2;4.8;21.82;62.5;3.733333;
83781;25/11/2011;1200;0;;16.2;;;;;;
83781;26/11/2011;0000;;30.9;;4;6.3;23.26;75.75;2.5;
83781;26/11/2011;1200;0;;17.9;;;;;;
83781;27/11/2011;0000;;27.8;;6.8;3.4;22.16;70.5;3.233333;
83781;27/11/2011;1200;3.8;;18.1;;;;;;
83781;28/11/2011;0000;;27.8;;3.6;3.7;21.88;70.75;3.1;
83781;28/11/2011;1200;0;;18;;;;;;
83781;29/11/2011;0000;;27.5;;5.1;3.6;21.42;76.25;2.966667;
83781;29/11/2011;1200;0;;16.9;;;;;;
83781;30/11/2011;0000;;29.6;;9;1.9;23.4;61.75;3.466667;
83781;30/11/2011;1200;45;;16.8;;;;;;
83781;01/12/2011;0000;;29;;7.5;7.3;22.14;73.75;2.933333;
83781;01/12/2011;1200;0;;18.9;;;;;;
83781;02/12/2011;0000;;20.7;;0;3.1;16.54;77.25;3.133333;
83781;02/12/2011;1200;5.2;;14.3;;;;;;
83781;03/12/2011;0000;;23.1;;1.5;2.5;17.98;82.5;4.966667;
83781;03/12/2011;1200;0;;14.6;;;;;;
83781;04/12/2011;0000;;28.1;;4.4;3.2;20.54;78;4.133333;
83781;04/12/2011;1200;0;;16.2;;;;;;
83781;05/12/2011;0000;;28.5;;5;2.8;21.46;77;3.866667;
83781;05/12/2011;1200;0;;17.9;;;;;;
83781;06/12/2011;0000;;25.8;;0.3;3.3;21.44;81.75;2.5;
83781;06/12/2011;1200;0;;18.9;;;;;;
83781;07/12/2011;0000;;28.2;;2.5;2.3;22.86;80.25;2.666667;
83781;07/12/2011;1200;0.2;;19.1;;;;;;
83781;08/12/2011;0000;;29.6;;7.6;3.1;23.16;85;3.266667;
83781;08/12/2011;1200;0.6;;19.2;;;;;;
83781;09/12/2011;0000;;25.6;;1.3;2.5;21.24;90.5;3.433333;
83781;09/12/2011;1200;22.7;;19.6;;;;;;
83781;10/12/2011;0000;;21;;0;1.8;18.62;86.25;2.733333;
83781;10/12/2011;1200;20.5;;17.2;;;;;;
83781;11/12/2011;0000;;25.9;;5.1;1.5;19.44;72;2.633333;
83781;11/12/2011;1200;1.2;;14.7;;;;;;
83781;12/12/2011;0000;;24.3;;9.4;3.5;21.48;49.25;1.733333;
83781;12/12/2011;1200;0;;15;;;;;;
83781;13/12/2011;0000;;32.1;;8.2;6;23.56;61.75;3.1;
83781;13/12/2011;1200;0;;17.6;;;;;;
83781;14/12/2011;0000;;30;;5.4;6.2;23.98;72;3.133333;
83781;14/12/2011;1200;5.8;;17.7;;;;;;
83781;15/12/2011;0000;;27.3;;4.5;4.3;22.92;72.25;2.8;
83781;15/12/2011;1200;47;;17.8;;;;;;
83781;16/12/2011;0000;;29.3;;12.1;4.3;24.42;48.5;2.9;
83781;16/12/2011;1200;0;;19.7;;;;;;
83781;17/12/2011;0000;;30.9;;10.1;8.2;25.62;43.5;3.3;
83781;17/12/2011;1200;0;;20.4;;;;;;
83781;18/12/2011;0000;;30;;7.6;9.8;23.68;69.5;3.066667;
83781;18/12/2011;1200;0;;19.2;;;;;;
83781;19/12/2011;0000;;30.3;;12.1;5.1;24.76;49.25;3.166667;
83781;19/12/2011;1200;17.7;;19;;;;;;
83781;20/12/2011;0000;;32.3;;11.1;8.3;25.7;38.25;2.733333;
83781;20/12/2011;1200;0;;20.2;;;;;;
83781;21/12/2011;0000;;33.1;;9.5;9;26.48;40.5;2.4;
83781;21/12/2011;1200;0;;19.5;;;;;;
83781;22/12/2011;0000;;33;;8.2;9.8;25.88;52.5;2.366667;
83781;22/12/2011;1200;0;;21.7;;;;;;
83781;23/12/2011;0000;;33.7;;10;6.8;26.22;50.5;2.866667;
83781;23/12/2011;1200;3.2;;20.7;;;;;;
83781;24/12/2011;0000;;32;;6.9;7.4;24.64;68.75;3.733333;
83781;24/12/2011;1200;0;;20.5;;;;;;
83781;25/12/2011;0000;;27;;3;5;21.98;79.5;2.966667;
83781;25/12/2011;1200;2.4;;19.7;;;;;;
83781;26/12/2011;0000;;21.1;;0;2.6;19.28;86;4;
83781;26/12/2011;1200;1.2;;18.5;;;;;;
83781;27/12/2011;0000;;25.1;;1.8;1.7;20.76;77.5;2.866667;
83781;27/12/2011;1200;6.6;;17.8;;;;;;
83781;28/12/2011;0000;;26.4;;3.3;3;20.8;77.5;3.533333;
83781;28/12/2011;1200;0;;18.2;;;;;;
83781;29/12/2011;0000;;23;;0;3.5;18.82;75.25;3.066667;
83781;29/12/2011;1200;0;;17.1;;;;;;
83781;30/12/2011;0000;;28;;5.6;2.4;20.78;78.75;2.6;
83781;30/12/2011;1200;0;;16.1;;;;;;
83781;31/12/2011;0000;;26.1;;0;3.8;21;90.25;1.7;
83781;31/12/2011;1200;2.5;;18.9;;;;;;
83781;01/01/2012;0000;;23.8;;0;1.2;19.96;89.75;1.933333;
83781;01/01/2012;1200;37.6;;17.8;;;;;;
83781;02/01/2012;0000;;25.7;;3.1;1.3;19.82;73.75;2.5;
83781;02/01/2012;1200;32.1;;16.7;;;;;;
83781;03/01/2012;0000;;30.3;;12.2;3.2;22.42;60;2.066667;
83781;03/01/2012;1200;0;;15.6;;;;;;
83781;04/01/2012;0000;;30.7;;10.2;6;22.76;62.5;2.666667;
83781;04/01/2012;1200;0;;17.1;;;;;;
83781;05/01/2012;0000;;30.2;;8.3;6.5;22.26;73;3.166667;
83781;05/01/2012;1200;0;;17.1;;;;;;
83781;06/01/2012;0000;;28.6;;4;3.8;21.7;78.5;3.266667;
83781;06/01/2012;1200;8.4;;18.5;;;;;;
83781;07/01/2012;0000;;29.7;;6.6;3.8;22.8;77.5;2.533333;
83781;07/01/2012;1200;0;;18.7;;;;;;
83781;08/01/2012;0000;;27.3;;4.5;3.4;22.18;72.5;3.633333;
83781;08/01/2012;1200;3.4;;18.8;;;;;;
83781;09/01/2012;0000;;26.6;;5;3.6;21.8;72.75;2.733333;
83781;09/01/2012;1200;0;;19.1;;;;;;
83781;10/01/2012;0000;;21.8;;0;3.3;20.12;89;2.8;
83781;10/01/2012;1200;1.4;;19;;;;;;
83781;11/01/2012;0000;;23.8;;0.1;0.9;20.3;81.75;2;
83781;11/01/2012;1200;15.5;;18.1;;;;;;
83781;12/01/2012;0000;;28.1;;4.7;2.2;22.24;71.75;2.533333;
83781;12/01/2012;1200;1.2;;18.1;;;;;;
83781;13/01/2012;0000;;28.7;;8.8;3.6;23.52;64;3.866667;
83781;13/01/2012;1200;4.1;;18.9;;;;;;
83781;14/01/2012;0000;;26.5;;1;7.8;22.98;75.75;5.133333;
83781;14/01/2012;1200;0;;21.2;;;;;;
83781;15/01/2012;0000;;26.6;;2.3;4.7;21.46;88.5;2.9;
83781;15/01/2012;1200;8.2;;18.5;;;;;;
83781;16/01/2012;0000;;25.3;;0.6;2;21.32;86.75;2.733333;
83781;16/01/2012;1200;75.9;;18.5;;;;;;
83781;17/01/2012;0000;;26.7;;0.8;1.8;21.02;94;1.666667;
83781;17/01/2012;1200;7.4;;19.2;;;;;;
83781;18/01/2012;0000;;26.3;;0.9;1;21.04;80.5;2.4;
83781;18/01/2012;1200;15.1;;18.5;;;;;;
83781;19/01/2012;0000;;27.5;;1.6;2.2;21.38;82;2.566667;
83781;19/01/2012;1200;26.8;;17.8;;;;;;
83781;20/01/2012;0000;;26.1;;3.4;2.6;21.68;79;2.766667;
83781;20/01/2012;1200;11.6;;18.9;;;;;;
83781;21/01/2012;0000;;28.7;;0.6;2.6;21.96;84.25;1.066667;
83781;21/01/2012;1200;0;;18.7;;;;;;
83781;22/01/2012;0000;;28.9;;1.3;2.1;22.14;77;1.8;
83781;22/01/2012;1200;7.7;;18;;;;;;
83781;23/01/2012;0000;;30.2;;5.7;2.4;23.16;81.5;1.833333;
83781;23/01/2012;1200;0.6;;18.6;;;;;;
83781;24/01/2012;0000;;28.7;;6.7;4.1;23.44;72.25;2.133333;
83781;24/01/2012;1200;6.2;;19.7;;;;;;
83781;25/01/2012;0000;;30.9;;7.1;5.3;25.2;61;3.233333;
83781;25/01/2012;1200;0;;21.1;;;;;;
83781;26/01/2012;0000;;24.9;;0;5.7;19.6;95.5;3.033333;
83781;26/01/2012;1200;11.2;;17.5;;;;;;
83781;27/01/2012;0000;;18.8;;0;1.5;16.62;95.5;1.766667;
83781;27/01/2012;1200;13;;15.5;;;;;;
83781;28/01/2012;0000;;23.3;;2.2;1;18.68;83.5;2.2;
83781;28/01/2012;1200;45.2;;14.7;;;;;;
83781;29/01/2012;0000;;26.5;;10.4;2.2;20.18;71.5;3.066667;
83781;29/01/2012;1200;0;;15.5;;;;;;
83781;30/01/2012;0000;;27.7;;8.6;2.3;19.72;66.5;2.6;
83781;30/01/2012;1200;0;;14.5;;;;;;
83781;31/01/2012;0000;;29.5;;6.7;3.5;21.3;75.5;3.233333;
83781;31/01/2012;1200;0;;15.6;;;;;;
83781;01/02/2012;0000;;31.1;;8.4;2.9;22.94;75;3.233333;
83781;01/02/2012;1200;0;;18.6;;;;;;
83781;02/02/2012;0000;;31.7;;9.1;2.8;24.62;62.25;2.166667;
83781;02/02/2012;1200;9.3;;18.8;;;;;;
83781;03/02/2012;0000;;32.4;;8.6;5.6;25.7;58.25;2.233333;
83781;03/02/2012;1200;0;;18.8;;;;;;
83781;04/02/2012;0000;;33.3;;9.6;5.8;26.22;54;1.8;
83781;04/02/2012;1200;0;;20.7;;;;;;
83781;05/02/2012;0000;;32.8;;11.6;7;26.6;51.25;2.7;
83781;05/02/2012;1200;0;;21.2;;;;;;
83781;06/02/2012;0000;;32.5;;10.8;6.6;27.28;42.25;2;
83781;06/02/2012;1200;0;;22.1;;;;;;
83781;07/02/2012;0000;;34;;8.2;7.5;25.8;54.5;1.6;
83781;07/02/2012;1200;0;;19.2;;;;;;
83781;08/02/2012;0000;;33.9;;6.1;4.8;26.64;58.5;3;
83781;08/02/2012;1200;8.4;;19.2;;;;;;
83781;09/02/2012;0000;;32.1;;4;6.3;27.2;61.75;2.466667;
83781;09/02/2012;1200;0;;23.2;;;;;;
83781;10/02/2012;0000;;31.7;;4.8;5.4;24.42;78;1.966667;
83781;10/02/2012;1200;0.1;;21;;;;;;
83781;11/02/2012;0000;;28;;2.7;3;22.18;85.75;2.1;
83781;11/02/2012;1200;30.9;;19.3;;;;;;
83781;12/02/2012;0000;;25.4;;;2;21.72;86.75;1.533333;
83781;12/02/2012;1200;42.6;;19.2;;;;;;
83781;13/02/2012;0000;;25.5;;0;1.3;22.04;90.25;2.7;
83781;13/02/2012;1200;10;;19.5;;;;;;
83781;14/02/2012;0000;;28.5;;4;1.9;22.58;88.5;1.066667;
83781;14/02/2012;1200;4.6;;19.8;;;;;;
83781;15/02/2012;0000;;30.1;;8.1;2.8;23.8;83.5;3.433333;
83781;15/02/2012;1200;1;;19.9;;;;;;
83781;16/02/2012;0000;;30.3;;8.4;3.8;22.72;73.75;3.133333;
83781;16/02/2012;1200;0;;19.2;;;;;;
83781;17/02/2012;0000;;30.3;;6.6;4.2;23.12;89.25;2.233333;
83781;17/02/2012;1200;0;;19.3;;;;;;
83781;18/02/2012;0000;;31.1;;8.9;5.5;24.08;73.75;2.3;
83781;18/02/2012;1200;15.8;;19.5;;;;;;
83781;19/02/2012;0000;;31.1;;7.5;3.7;24.72;75.5;1.8;
83781;19/02/2012;1200;0;;20.1;;;;;;
83781;20/02/2012;0000;;30.9;;3.1;4.5;24.96;61.25;2.133333;
83781;20/02/2012;1200;0;;21.5;;;;;;
83781;21/02/2012;0000;;27.9;;3.4;5;22.84;77.25;2.066667;
83781;21/02/2012;1200;0;;21.1;;;;;;
83781;22/02/2012;0000;;28.6;;9;4.2;23.46;68.5;3.3;
83781;22/02/2012;1200;0;;20.3;;;;;;
83781;23/02/2012;0000;;28.4;;3.5;5.4;23.22;85;1.666667;
83781;23/02/2012;1200;0;;19.3;;;;;;
83781;24/02/2012;0000;;29;;3;2.4;23.26;82;3.2;
83781;24/02/2012;1200;18.9;;19.2;;;;;;
83781;25/02/2012;0000;;31;;5;2.1;24.64;79.75;1.666667;
83781;25/02/2012;1200;10.6;;21;;;;;;
83781;26/02/2012;0000;;31.1;;10.7;2.4;25.42;69.25;3.133333;
83781;26/02/2012;1200;9;;20.7;;;;;;
83781;27/02/2012;0000;;30.5;;3;5.1;23.94;88.25;2.7;
83781;27/02/2012;1200;39;;19.7;;;;;;
83781;28/02/2012;0000;;33;;10.5;2.4;26.1;69;2.333333;
83781;28/02/2012;1200;24;;21;;;;;;
83781;29/02/2012;0000;;34;;10.8;5.4;27.86;52.75;3.2;
83781;29/02/2012;1200;0;;21.4;;;;;;
83781;01/03/2012;0000;;34.3;;11.4;7.3;28.12;49.5;2.3;
83781;01/03/2012;1200;0;;22.1;;;;;;
83781;02/03/2012;0000;;32.3;;6.8;9.1;24.96;70;1.733333;
83781;02/03/2012;1200;0;;21.9;;;;;;
83781;03/03/2012;0000;;28.3;;2.9;4.5;23;73.5;3.666667;
83781;03/03/2012;1200;16.6;;20.1;;;;;;
83781;04/03/2012;0000;;29.2;;5.9;3.4;22.98;71.75;3.166667;
83781;04/03/2012;1200;0;;19.5;;;;;;
83781;05/03/2012;0000;;30.8;;8.9;4.2;24.12;67.5;3.533333;
83781;05/03/2012;1200;0;;19.8;;;;;;
83781;06/03/2012;0000;;30.8;;10.1;4.4;23.34;70.75;3.2;
83781;06/03/2012;1200;0;;19.5;;;;;;
83781;07/03/2012;0000;;29.8;;9.7;5.1;22.46;66.75;3.233333;
83781;07/03/2012;1200;0;;17.9;;;;;;
83781;08/03/2012;0000;;30.3;;10.6;5.2;22.92;68.25;2.933333;
83781;08/03/2012;1200;0;;17.3;;;;;;
83781;09/03/2012;0000;;31.3;;10.7;4.5;22.86;70.5;2.5;
83781;09/03/2012;1200;0;;17.8;;;;;;
83781;10/03/2012;0000;;29.6;;6.2;4.5;22.16;81.75;3.533333;
83781;10/03/2012;1200;0;;18.4;;;;;;
83781;11/03/2012;0000;;28.1;;2.2;2.6;22.04;76;0;
83781;11/03/2012;1200;28;;18.1;;;;;;
83781;12/03/2012;0000;;29.6;;8.8;2.8;22.1;77.5;1.066667;
83781;12/03/2012;1200;5.3;;16.7;;;;;;
83781;13/03/2012;0000;;30.7;;9.3;2.6;22.14;75.25;2.966667;
83781;13/03/2012;1200;15;;16.7;;;;;;
83781;14/03/2012;0000;;30.9;;10.7;3.8;24.8;64.5;2.933333;
83781;14/03/2012;1200;19.1;;18.9;;;;;;
83781;15/03/2012;0000;;30.1;;6.2;5.7;22.06;84.5;2.433333;
83781;15/03/2012;1200;0;;17.5;;;;;;
83781;16/03/2012;0000;;24.2;;1.2;3;20.48;84.25;3.133333;
83781;16/03/2012;1200;41.4;;17.4;;;;;;
83781;17/03/2012;0000;;24.8;;2.2;2.5;19.68;70.75;3.633333;
83781;17/03/2012;1200;0.1;;17.4;;;;;;
83781;18/03/2012;0000;;25.5;;5.7;4.3;19.62;71.75;3.733333;
83781;18/03/2012;1200;0;;15.6;;;;;;
83781;19/03/2012;0000;;28.2;;9.9;4.2;20.66;73;2.366667;
83781;19/03/2012;1200;0;;15.7;;;;;;
83781;20/03/2012;0000;;28.1;;5.9;3.7;21.76;70.75;2.033333;
83781;20/03/2012;1200;0;;17.7;;;;;;
83781;21/03/2012;0000;;30.6;;10.2;4.8;24.18;61.25;1.633333;
83781;21/03/2012;1200;0;;18;;;;;;
83781;22/03/2012;0000;;30.7;;8.5;4.4;24.4;66;3.4;
83781;22/03/2012;1200;0;;21.3;;;;;;
83781;23/03/2012;0000;;27.2;;2.1;4.8;21.98;80;1.9;
83781;23/03/2012;1200;23.4;;18.3;;;;;;
83781;24/03/2012;0000;;28.7;;5.6;3.6;22.86;77;3.066667;
83781;24/03/2012;1200;0;;20.4;;;;;;
83781;25/03/2012;0000;;29.6;;7.8;2.8;23.06;77.5;2.633333;
83781;25/03/2012;1200;24.4;;18.5;;;;;;
83781;26/03/2012;0000;;31.7;;8.3;3.1;25.16;65.25;2.266667;
83781;26/03/2012;1200;0;;19.5;;;;;;
83781;27/03/2012;0000;;29.6;;4.9;4.7;23.34;76.75;1.866667;
83781;27/03/2012;1200;0;;18.7;;;;;;
83781;28/03/2012;0000;;22.7;;0;3.4;17.26;83.25;3.033333;
83781;28/03/2012;1200;14.3;;14.7;;;;;;
83781;29/03/2012;0000;;25.9;;6.1;2.1;19.02;80.75;2.9;
83781;29/03/2012;1200;0;;14.4;;;;;;
83781;30/03/2012;0000;;24.8;;0.4;2.8;20.24;83.75;2.3;
83781;30/03/2012;1200;0;;17;;;;;;
83781;31/03/2012;0000;;25.5;;3.5;1.8;20.94;77.75;3.466667;
83781;31/03/2012;1200;0;;18.2;;;;;;
83781;01/04/2012;0000;;27.1;;4.2;2.9;20.88;77.75;2.966667;
83781;01/04/2012;1200;0;;17.7;;;;;;
83781;02/04/2012;0000;;27.6;;6;3;21.58;76.75;2.966667;
83781;02/04/2012;1200;0;;17.7;;;;;;
83781;03/04/2012;0000;;28.8;;5.7;3;22.08;78.75;2.166667;
83781;03/04/2012;1200;0;;18.7;;;;;;
83781;04/04/2012;0000;;29.7;;8.6;2.5;22.98;75.5;2.3;
83781;04/04/2012;1200;13.3;;18.2;;;;;;
83781;05/04/2012;0000;;31;;8.1;2;24.66;60.25;2.633333;
83781;05/04/2012;1200;0;;18.8;;;;;;
83781;06/04/2012;0000;;30.7;;7.4;7.8;23.84;67.75;2.133333;
83781;06/04/2012;1200;0;;20.7;;;;;;
83781;07/04/2012;0000;;30.8;;8.4;4.8;23.32;71.5;1.7;
83781;07/04/2012;1200;0;;19.2;;;;;;
83781;08/04/2012;0000;;29.7;;5.6;4.2;23.44;68.5;2.233333;
83781;08/04/2012;1200;0;;20.2;;;;;;
83781;09/04/2012;0000;;26;;3;4;21.48;77.25;3.566667;
83781;09/04/2012;1200;0;;18.4;;;;;;
83781;10/04/2012;0000;;29;;5.9;3.5;22.86;78.75;2.966667;
83781;10/04/2012;1200;0;;19.5;;;;;;
83781;11/04/2012;0000;;28.6;;5.1;3.3;22.36;85;2.133333;
83781;11/04/2012;1200;1;;19.2;;;;;;
83781;12/04/2012;0000;;29.6;;6;2;22.8;82;1.966667;
83781;12/04/2012;1200;19.2;;19.5;;;;;;
83781;13/04/2012;0000;;29.5;;6.9;0.6;23.24;80.5;2.166667;
83781;13/04/2012;1200;33.8;;19.2;;;;;;
83781;14/04/2012;0000;;29.5;;3.9;3.5;23.92;75.25;2.566667;
83781;14/04/2012;1200;0;;19.3;;;;;;
83781;15/04/2012;0000;;29.4;;6.5;4.6;23.28;77.75;3.033333;
83781;15/04/2012;1200;0;;20.4;;;;;;
83781;16/04/2012;0000;;24.1;;3.5;3.7;19.54;77.5;4.3;
83781;16/04/2012;1200;0;;17.8;;;;;;
83781;17/04/2012;0000;;26.5;;9.4;2.7;20.26;72.5;3.366667;
83781;17/04/2012;1200;0;;15.9;;;;;;
83781;18/04/2012;0000;;26.2;;5.3;3.5;20.34;76.25;2.8;
83781;18/04/2012;1200;0;;17.1;;;;;;
83781;19/04/2012;0000;;28.3;;7.6;3;20.94;75;2.8;
83781;19/04/2012;1200;0;;16.9;;;;;;
83781;20/04/2012;0000;;26.9;;2.1;2.9;21.42;81.75;1.6;
83781;20/04/2012;1200;0;;17.3;;;;;;
83781;21/04/2012;0000;;23.6;;0;2;20.12;87.75;1.9;
83781;21/04/2012;1200;23.6;;18.4;;;;;;
83781;22/04/2012;0000;;20.7;;0;1.2;18.08;89;2.133333;
83781;22/04/2012;1200;5.7;;16.5;;;;;;
83781;23/04/2012;0000;;24.5;;7.2;1.2;19.26;69.25;2.933333;
83781;23/04/2012;1200;0.3;;15.7;;;;;;
83781;24/04/2012;0000;;25.1;;7.1;2.3;19;76;2.033333;
83781;24/04/2012;1200;0;;15.5;;;;;;
83781;25/04/2012;0000;;28.3;;8;2.8;21.34;74.5;2.033333;
83781;25/04/2012;1200;0;;17;;;;;;
83781;26/04/2012;0000;;28.3;;1.8;3.1;21.6;82.75;3.4;
83781;26/04/2012;1200;0;;18.7;;;;;;
83781;27/04/2012;0000;;22;;0;3.7;19.24;89;2.066667;
83781;27/04/2012;1200;14.6;;17.5;;;;;;
83781;28/04/2012;0000;;23.5;;0.4;1.1;19.44;84.5;1.966667;
83781;28/04/2012;1200;1.8;;16.5;;;;;;
83781;29/04/2012;0000;;21.7;;0;1.6;18.68;85.75;2.9;
83781;29/04/2012;1200;9.2;;15.7;;;;;;
83781;30/04/2012;0000;;20.3;;0;1.5;15.14;93.75;2.4;
83781;30/04/2012;1200;33.4;;12.9;;;;;;
83781;01/05/2012;0000;;18.9;;4.7;0.8;13.66;72.5;2.3;
83781;01/05/2012;1200;31.4;;11.2;;;;;;
83781;02/05/2012;0000;;20;;5.1;2.2;14.84;86;3.3;
83781;02/05/2012;1200;0;;10.5;;;;;;
83781;03/05/2012;0000;;21.3;;2.3;2.9;16.8;84.25;2.433333;
83781;03/05/2012;1200;0;;12.1;;;;;;
83781;04/05/2012;0000;;24.3;;8.4;1.8;18.52;76.5;2.933333;
83781;04/05/2012;1200;0;;13.8;;;;;;
83781;05/05/2012;0000;;25;;4.6;2.9;18.92;77.75;1.866667;
83781;05/05/2012;1200;0;;15.7;;;;;;
83781;06/05/2012;0000;;24;;4.1;2.2;18.14;79.75;2.366667;
83781;06/05/2012;1200;0;;14.7;;;;;;
83781;07/05/2012;0000;;23.7;;9;2.3;18.62;74.25;4.433333;
83781;07/05/2012;1200;0;;15;;;;;;
83781;08/05/2012;0000;;22.3;;3.7;3.3;17.64;81;3.5;
83781;08/05/2012;1200;0;;14.3;;;;;;
83781;09/05/2012;0000;;25.7;;7.5;2.3;19.3;76.5;1.666667;
83781;09/05/2012;1200;0;;15.8;;;;;;
83781;10/05/2012;0000;;25.3;;6.7;2.5;20.18;67.25;2.133333;
83781;10/05/2012;1200;0;;15.3;;;;;;
83781;11/05/2012;0000;;27;;8.5;4.3;20.92;60.75;1.966667;
83781;11/05/2012;1200;0;;15.8;;;;;;
83781;12/05/2012;0000;;22;;0.1;5.9;19.28;81;3.666667;
83781;12/05/2012;1200;1.8;;17.2;;;;;;
83781;13/05/2012;0000;;20.3;;0;2.4;17.22;86.5;2.466667;
83781;13/05/2012;1200;0.4;;15.6;;;;;;
83781;14/05/2012;0000;;17.4;;0;1.9;15.42;95;3.766667;
83781;14/05/2012;1200;0.4;;14.3;;;;;;
83781;15/05/2012;0000;;18.9;;0;1.1;15.5;88.75;3.7;
83781;15/05/2012;1200;15;;13.4;;;;;;
83781;16/05/2012;0000;;20.1;;7.4;1;15.82;83.5;3.066667;
83781;16/05/2012;1200;1.6;;13;;;;;;
83781;17/05/2012;0000;;21.1;;6.9;1.9;16.56;76.5;4.3;
83781;17/05/2012;1200;5.5;;15.1;;;;;;
83781;18/05/2012;0000;;21.9;;9.1;2.7;16.56;75;4;
83781;18/05/2012;1200;0.6;;14.7;;;;;;
83781;19/05/2012;0000;;22.3;;6.9;3;16.64;74;3.433333;
83781;19/05/2012;1200;0;;12.9;;;;;;
83781;20/05/2012;0000;;22.9;;4.1;2.8;17.52;77;2.133333;
83781;20/05/2012;1200;0;;13.5;;;;;;
83781;21/05/2012;0000;;23.3;;4.1;2.4;17.78;76.75;1.733333;
83781;21/05/2012;1200;0;;14.1;;;;;;
83781;22/05/2012;0000;;23.7;;5.8;2;17.68;78.5;2.1;
83781;22/05/2012;1200;0;;13.9;;;;;;
83781;23/05/2012;0000;;24.1;;5.6;2.4;17.3;83.25;1.7;
83781;23/05/2012;1200;4.8;;13.2;;;;;;
83781;24/05/2012;0000;;25.2;;5.3;2.5;18.92;76.25;2.033333;
83781;24/05/2012;1200;0;;13.7;;;;;;
83781;25/05/2012;0000;;23.7;;6;2.6;19.4;80.5;3.533333;
83781;25/05/2012;1200;21.2;;15.6;;;;;;
83781;26/05/2012;0000;;23.3;;8.8;3.2;18.96;71;3.133333;
83781;26/05/2012;1200;0;;16.1;;;;;;
83781;27/05/2012;0000;;24.8;;8;4.2;19.02;71.75;1.466667;
83781;27/05/2012;1200;0;;13.5;;;;;;
83781;28/05/2012;0000;;25.7;;5.7;3.5;20.74;71.5;2.633333;
83781;28/05/2012;1200;0;;15.9;;;;;;
83781;29/05/2012;0000;;27.2;;8.5;5;21.78;68.75;1.933333;
83781;29/05/2012;1200;0;;17.5;;;;;;
83781;30/05/2012;0000;;27.6;;9;3.5;22.06;67.25;2.2;
83781;30/05/2012;1200;0;;17.9;;;;;;
83781;31/05/2012;0000;;23.1;;0;3;18.88;77.75;2.2;
83781;31/05/2012;1200;0;;17.1;;;;;;
83781;01/06/2012;0000;;23.5;;0;1.3;18.74;84.75;1.733333;
83781;01/06/2012;1200;0;;16.7;;;;;;
83781;02/06/2012;0000;;24.7;;7.2;1.3;19.74;76.25;1.8;
83781;02/06/2012;1200;4;;16.2;;;;;;
83781;03/06/2012;0000;;26.5;;8.4;3.4;21.46;69;3.1;
83781;03/06/2012;1200;0;;16.7;;;;;;
83781;04/06/2012;0000;;28.1;;4.6;5.3;23.14;57;3.8;
83781;04/06/2012;1200;0;;18.6;;;;;;
83781;05/06/2012;0000;;24;;0;6;18.72;94.5;2.966667;
83781;05/06/2012;1200;32.6;;16;;;;;;
83781;06/06/2012;0000;;18.8;;0;0.9;17.08;94.5;1.8;
83781;06/06/2012;1200;35.4;;15.4;;;;;;
83781;07/06/2012;0000;;18.1;;0;0.2;13.76;93.25;3;
83781;07/06/2012;1200;40.4;;11.4;;;;;;
83781;08/06/2012;0000;;15.5;;0;0.6;13.22;94.5;1.966667;
83781;08/06/2012;1200;15.2;;11.4;;;;;;
83781;09/06/2012;0000;;17.5;;0;0.4;14.72;88.25;2.4;
83781;09/06/2012;1200;10.3;;12.2;;;;;;
83781;10/06/2012;0000;;21.1;;2.9;1.9;17.02;86.25;2.6;
83781;10/06/2012;1200;0;;13.6;;;;;;
83781;11/06/2012;0000;;19.7;;0.3;1.5;17.2;87.5;1.966667;
83781;11/06/2012;1200;0;;14.7;;;;;;
83781;12/06/2012;0000;;22.5;;5.2;1;17.18;89.75;1.604813;
83781;12/06/2012;1200;22;;13.7;;;;;;
83781;13/06/2012;0000;;22.1;;0.6;0.5;17.86;85.75;2.133333;
83781;13/06/2012;1200;0;;14.2;;;;;;
