Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83781;21/12/2014;0000;;31.3;;10.5;6;25.76;67.75;4.1;
83781;21/12/2014;1200;0;;22.8;;;;;;
83781;22/12/2014;0000;;30.1;;1.3;7;23.84;81.25;2.866667;
83781;22/12/2014;1200;0;;20.9;;;;;;
83781;23/12/2014;0000;;21.9;;0;2.6;19.32;92.5;2.633333;
83781;23/12/2014;1200;54.4;;17.3;;;;;;
83781;24/12/2014;0000;;21.7;;0;0.9;19.36;84.25;2.766667;
83781;24/12/2014;1200;30.8;;17.5;;;;;;
83781;25/12/2014;0000;;30.3;;5.3;1.7;23.24;87.25;1.8;
83781;25/12/2014;1200;0;;18.3;;;;;;
83781;26/12/2014;0000;;32.7;;8.9;2.9;25.06;72.75;2.133333;
83781;26/12/2014;1200;27.6;;19.4;;;;;;
83781;27/12/2014;0000;;34.6;;9.9;4;27.62;52.75;1.733333;
83781;27/12/2014;1200;0;;21.2;;;;;;
83781;28/12/2014;0000;;34.2;;9.8;4.9;28.7;42.5;2.3;
83781;28/12/2014;1200;0;;23.8;;;;;;
83781;29/12/2014;0000;;33.2;;5.3;9.2;24.78;71;3;
83781;29/12/2014;1200;0.5;;21;;;;;;
83781;30/12/2014;0000;;31.2;;3.8;3.4;25.18;59.5;2.5;
83781;30/12/2014;1200;15.1;;20.9;;;;;;
83781;31/12/2014;0000;;31.9;;9.3;3.4;26.02;60.25;3.7;
83781;31/12/2014;1200;0;;22.4;;;;;;
83781;01/01/2015;0000;;32.5;;10.8;3.4;27.3;58.75;3.133333;
83781;01/01/2015;1200;0;;23.9;;;;;;
83781;02/01/2015;0000;;33.5;;6.7;3.3;27.02;61.5;3.1;
83781;02/01/2015;1200;0;;24.5;;;;;;
83781;03/01/2015;0000;;29.9;;3.7;3;24.82;78.75;4.1;
83781;03/01/2015;1200;0;;22.4;;;;;;
83781;04/01/2015;0000;;28.6;;0.7;2;23.98;73;2.333333;
83781;04/01/2015;1200;1.2;;21.5;;;;;;
83781;05/01/2015;0000;;28.3;;2.9;2.8;23.82;80.5;3.133333;
83781;05/01/2015;1200;0;;21;;;;;;
83781;06/01/2015;0000;;30.5;;4.9;2;23.78;70;2.1;
83781;06/01/2015;1200;12.2;;20.1;;;;;;
83781;07/01/2015;0000;;33.7;;8.9;2.7;24;73.5;2.966667;
83781;07/01/2015;1200;0;;19.5;;;;;;
83781;08/01/2015;0000;;32.8;;10.6;3.3;24.9;65.75;0.766667;
83781;08/01/2015;1200;48.6;;19.5;;;;;;
83781;09/01/2015;0000;;34;;11.1;2.5;28.2;59;2.033333;
83781;09/01/2015;1200;4.4;;21.9;;;;;;
83781;10/01/2015;0000;;34.2;;9.7;3.5;26.76;62;2.2;
83781;10/01/2015;1200;0;;22.1;;;;;;
83781;11/01/2015;0000;;34.8;;10;3.1;27.62;67.25;2.633333;
83781;11/01/2015;1200;3.4;;22.2;;;;;;
83781;12/01/2015;0000;;35.4;;7.8;2.7;25.96;61.5;1.366667;
83781;12/01/2015;1200;0;;21.4;;;;;;
83781;13/01/2015;0000;;34.8;;10.8;2.9;25.52;58.25;2.1;
83781;13/01/2015;1200;0.8;;21.2;;;;;;
83781;14/01/2015;0000;;34;;5;2.6;25.96;66.25;2.133333;
83781;14/01/2015;1200;1.6;;21.3;;;;;;
83781;15/01/2015;0000;;32.8;;6.1;2.9;25.86;72.75;3.266667;
83781;15/01/2015;1200;3;;21.5;;;;;;
83781;16/01/2015;0000;;32.7;;6.8;3;26.5;70.25;1.033333;
83781;16/01/2015;1200;2;;22.3;;;;;;
83781;17/01/2015;0000;;35.8;;11.5;4.5;28.86;51.75;1.5;
83781;17/01/2015;1200;0;;22;;;;;;
83781;18/01/2015;0000;;35.6;;7.1;7.9;28.26;63.5;1.7;
83781;18/01/2015;1200;0;;23.4;;;;;;
83781;19/01/2015;0000;;36.5;;9.4;5.6;28.22;56;2.366667;
83781;19/01/2015;1200;3.7;;22.7;;;;;;
83781;20/01/2015;0000;;35.6;;8.4;6.8;27.68;60.5;0.8;
83781;20/01/2015;1200;0.6;;23.3;;;;;;
83781;21/01/2015;0000;;30.9;;0.1;2;25.32;72.25;3.4;
83781;21/01/2015;1200;0;;22.7;;;;;;
83781;22/01/2015;0000;;26.1;;1.3;2.2;21.74;78.25;3.566667;
83781;22/01/2015;1200;31;;19.2;;;;;;
83781;23/01/2015;0000;;26.1;;2.3;2.8;21.04;80.75;2.566667;
83781;23/01/2015;1200;3.6;;18.5;;;;;;
83781;24/01/2015;0000;;29.4;;7.6;2.7;23.12;77.5;2.633333;
83781;24/01/2015;1200;13;;19;;;;;;
83781;25/01/2015;0000;;30;;10.7;3.7;24.4;63;3.333333;
83781;25/01/2015;1200;0;;18.1;;;;;;
83781;26/01/2015;0000;;28.7;;2.7;5.6;22.4;74.5;1;
83781;26/01/2015;1200;20.8;;18.9;;;;;;
83781;27/01/2015;0000;;28.7;;3.7;3.9;23.6;80;0.966667;
83781;27/01/2015;1200;1.2;;20.5;;;;;;
83781;28/01/2015;0000;;29.9;;7.8;3.6;25.68;62.75;2.366667;
83781;28/01/2015;1200;4.9;;20.1;;;;;;
83781;29/01/2015;0000;;29.2;;6;5.7;25;66;4.066667;
83781;29/01/2015;1200;0;;21.5;;;;;;
83781;30/01/2015;0000;;26.9;;1.7;6.3;22.8;82.75;3.633333;
83781;30/01/2015;1200;0;;20.9;;;;;;
83781;31/01/2015;0000;;24.3;;0;2.9;21.64;83.5;3.12888;
83781;31/01/2015;1200;0.2;;18.5;;;;;;
83781;01/02/2015;0000;;28;;5.2;2.1;24.16;80.25;3.133333;
83781;01/02/2015;1200;0;;20.6;;;;;;
83781;02/02/2015;0000;;26.5;;1.1;2.3;22.48;85.75;2.333333;
83781;02/02/2015;1200;4.5;;20.7;;;;;;
83781;03/02/2015;0000;;31.1;;8.4;2.2;23.16;70.25;1.233333;
83781;03/02/2015;1200;1.6;;18;;;;;;
83781;04/02/2015;0000;;23.7;;0.2;3.5;22.12;76.25;1.3;
83781;04/02/2015;1200;3.2;;19.9;;;;;;
83781;05/02/2015;0000;;22.9;;0.4;2;20.28;87.25;1.966667;
83781;05/02/2015;1200;5.6;;19.1;;;;;;
83781;06/02/2015;0000;;25.4;;3.8;1.4;21.06;88.5;1.8;
83781;06/02/2015;1200;18.4;;17.9;;;;;;
83781;07/02/2015;0000;;28.7;;8.2;2.6;21.86;71.75;1.6;
83781;07/02/2015;1200;16.7;;17.3;;;;;;
83781;08/02/2015;0000;;29.5;;6.8;2.8;22.76;75;1.966667;
83781;08/02/2015;1200;10.4;;17.1;;;;;;
83781;09/02/2015;0000;;30.7;;8.2;2.5;24;75.75;1.8;
83781;09/02/2015;1200;0;;19.3;;;;;;
83781;10/02/2015;0000;;29;;4.9;4.2;23.92;80.5;2.766667;
83781;10/02/2015;1200;32.2;;20.1;;;;;;
83781;11/02/2015;0000;;30.4;;10.4;3;25.38;69.5;1.533333;
83781;11/02/2015;1200;2.2;;19.9;;;;;;
83781;12/02/2015;0000;;32.7;;11.1;5.3;27.66;59.5;2.9;
83781;12/02/2015;1200;0;;23.1;;;;;;
83781;13/02/2015;0000;;32.1;;6.5;4.1;25.54;74;2.233333;
83781;13/02/2015;1200;0;;22.5;;;;;;
83781;14/02/2015;0000;;31.6;;7.3;5.2;24.32;73.25;1.966667;
83781;14/02/2015;1200;0;;21.1;;;;;;
83781;15/02/2015;0000;;27.6;;1.2;3.2;22.9;77.5;2.6;
83781;15/02/2015;1200;17.4;;20;;;;;;
83781;16/02/2015;0000;;27.3;;2.2;5.8;21.6;86;1.266667;
83781;16/02/2015;1200;22.7;;18.8;;;;;;
83781;17/02/2015;0000;;28;;3.7;2.5;22.76;81;1.866667;
83781;17/02/2015;1200;85.3;;19.7;;;;;;
83781;18/02/2015;0000;;26.4;;1.7;3;22.22;79.25;2.766667;
83781;18/02/2015;1200;13.4;;19.9;;;;;;
83781;19/02/2015;0000;;28.5;;8.3;2.5;23.92;71;4.733333;
83781;19/02/2015;1200;2.4;;19.9;;;;;;
83781;20/02/2015;0000;;28.2;;2.3;4.2;24.72;73.5;3.133333;
83781;20/02/2015;1200;0;;21.7;;;;;;
83781;21/02/2015;0000;;31.1;;9;3.8;25.2;67.5;3.033333;
83781;21/02/2015;1200;0;;21.4;;;;;;
83781;22/02/2015;0000;;30.8;;10.3;4.7;24.44;66.25;2.966667;
83781;22/02/2015;1200;0;;20.4;;;;;;
83781;23/02/2015;0000;;31.4;;6.8;5.3;25.4;67.75;2.833333;
83781;23/02/2015;1200;0;;20.7;;;;;;
83781;24/02/2015;0000;;31.9;;9.1;4;24.3;66.75;1.833333;
83781;24/02/2015;1200;0;;20.5;;;;;;
83781;25/02/2015;0000;;29.3;;2.5;4.5;22.24;83;1.166667;
83781;25/02/2015;1200;2;;19.3;;;;;;
83781;26/02/2015;0000;;30.3;;9.1;2.2;24.1;67.5;1.866667;
83781;26/02/2015;1200;34.4;;19.2;;;;;;
83781;27/02/2015;0000;;31.4;;5.1;6;24.64;63.5;2.466667;
83781;27/02/2015;1200;0.6;;20.4;;;;;;
83781;28/02/2015;0000;;27.7;;2.9;6.5;22.4;75.75;3.6;
83781;28/02/2015;1200;0;;19.7;;;;;;
83781;01/03/2015;0000;;26.3;;6.3;3.2;21.26;72.25;3.6;
83781;01/03/2015;1200;3;;18.2;;;;;;
83781;02/03/2015;0000;;29.2;;9.7;4.1;22.16;67.5;3.3;
83781;02/03/2015;1200;0;;17.2;;;;;;
83781;03/03/2015;0000;;29.5;;7.2;4.7;23.16;69.75;2.466667;
83781;03/03/2015;1200;0;;19.5;;;;;;
83781;04/03/2015;0000;;30.5;;8.8;4.5;23.68;71.75;2.2;
83781;04/03/2015;1200;0;;18.9;;;;;;
83781;05/03/2015;0000;;31.6;;9.9;3.4;24.42;63.25;1.5;
83781;05/03/2015;1200;0;;19.7;;;;;;
83781;06/03/2015;0000;;28.5;;4;6.1;22.6;83.75;1.966667;
83781;06/03/2015;1200;0;;19.4;;;;;;
83781;07/03/2015;0000;;26.6;;0.7;2.5;21.92;93.75;1.433333;
83781;07/03/2015;1200;38.2;;19.4;;;;;;
83781;08/03/2015;0000;;24.4;;0.5;1.5;22.2;84;2.466667;
83781;08/03/2015;1200;69.2;;19.7;;;;;;
83781;09/03/2015;0000;;23.3;;0.2;1.5;21.36;86;2.7;
83781;09/03/2015;1200;77;;19.7;;;;;;
83781;10/03/2015;0000;;26.9;;6.4;1.8;23.12;83.5;2.2;
83781;10/03/2015;1200;9.7;;21.2;;;;;;
83781;11/03/2015;0000;;28.1;;7.4;4.7;22.88;81.25;2.733333;
83781;11/03/2015;1200;9.5;;20.1;;;;;;
83781;12/03/2015;0000;;26.9;;2.2;3.3;22.26;77.5;1.866667;
83781;12/03/2015;1200;1.2;;19.2;;;;;;
83781;13/03/2015;0000;;26.6;;3.4;2.5;22.34;82.5;1.2;
83781;13/03/2015;1200;0;;20;;;;;;
83781;14/03/2015;0000;;27.9;;2.3;2;22.88;79;0.533333;
83781;14/03/2015;1200;12.2;;19.9;;;;;;
83781;15/03/2015;0000;;26.8;;0.5;2.5;22.08;86;2.7;
83781;15/03/2015;1200;0.3;;19.1;;;;;;
83781;16/03/2015;0000;;29.4;;1.7;1.3;21.92;77;0.8;
83781;16/03/2015;1200;22.4;;18.6;;;;;;
83781;17/03/2015;0000;;25.6;;1.5;2.2;21.92;76.75;2.7;
83781;17/03/2015;1200;24.2;;18.6;;;;;;
83781;18/03/2015;0000;;24.1;;0;2.7;21.24;83.25;2.9;
83781;18/03/2015;1200;0;;19.7;;;;;;
83781;19/03/2015;0000;;27.1;;3.3;2.3;21.78;89;2.166667;
83781;19/03/2015;1200;3.2;;19.2;;;;;;
83781;20/03/2015;0000;;28.2;;4.2;1.9;21.64;89.25;2.733333;
83781;20/03/2015;1200;7.4;;18.9;;;;;;
83781;21/03/2015;0000;;25.3;;0.9;1.1;20.88;85.25;2.166667;
83781;21/03/2015;1200;14.7;;18.5;;;;;;
83781;22/03/2015;0000;;22.8;;0.8;2.5;19.7;94.75;2.166667;
83781;22/03/2015;1200;1.7;;18.1;;;;;;
83781;23/03/2015;0000;;23.3;;3.4;1;19.88;76.25;2.733333;
83781;23/03/2015;1200;19.2;;17.1;;;;;;
83781;24/03/2015;0000;;26.3;;6.2;3.7;20.98;73.5;3.566667;
83781;24/03/2015;1200;0;;17.4;;;;;;
83781;25/03/2015;0000;;27.9;;10.4;3.4;21.56;71.75;3.133333;
83781;25/03/2015;1200;0;;17.1;;;;;;
83781;26/03/2015;0000;;29.8;;9.5;3.4;22.98;68.25;1.633333;
83781;26/03/2015;1200;0;;18.3;;;;;;
83781;27/03/2015;0000;;30.8;;9.2;5.5;23.32;64;0.533333;
83781;27/03/2015;1200;0;;18;;;;;;
83781;28/03/2015;0000;;29.5;;7.4;4.9;23.28;71.25;2.1;
83781;28/03/2015;1200;0;;19.1;;;;;;
83781;29/03/2015;0000;;26.6;;1.2;4.4;22.14;80.25;1.933333;
83781;29/03/2015;1200;0;;20.5;;;;;;
83781;30/03/2015;0000;;25.9;;1.7;1.5;22.5;81.25;1.133333;
83781;30/03/2015;1200;18.6;;19;;;;;;
83781;31/03/2015;0000;;29;;8.4;2.5;23.14;77.75;3.133333;
83781;31/03/2015;1200;1;;20.1;;;;;;
83781;01/04/2015;0000;;27.5;;7.5;4.7;22.52;70.5;2.766667;
83781;01/04/2015;1200;0;;19.2;;;;;;
83781;02/04/2015;0000;;26.2;;9.8;3.8;20.92;68.25;2.733333;
83781;02/04/2015;1200;0;;18.2;;;;;;
83781;03/04/2015;0000;;27.2;;7.8;4.3;21.02;75.75;3.566667;
83781;03/04/2015;1200;0;;16.3;;;;;;
83781;04/04/2015;0000;;29.4;;8.6;3.6;22.36;73.25;2.066667;
83781;04/04/2015;1200;0;;17.9;;;;;;
83781;05/04/2015;0000;;26.4;;2;3.4;22.82;73.25;2.866667;
83781;05/04/2015;1200;0;;20.1;;;;;;
83781;06/04/2015;0000;;27.7;;8.5;4;21.36;84;4.333333;
83781;06/04/2015;1200;0;;18.5;;;;;;
83781;07/04/2015;0000;;20;;1.3;4.4;17.38;82.25;2.7;
83781;07/04/2015;1200;7.1;;16.1;;;;;;
83781;08/04/2015;0000;;24.3;;6.3;3.1;18.68;74.75;3.233333;
83781;08/04/2015;1200;0.4;;14.7;;;;;;
83781;09/04/2015;0000;;25.6;;6.6;2.9;19.4;78;2.5;
83781;09/04/2015;1200;0;;15.9;;;;;;
83781;10/04/2015;0000;;25.5;;6.3;2.9;20.46;74;3.033333;
83781;10/04/2015;1200;0;;17;;;;;;
83781;11/04/2015;0000;;28.4;;8;3.2;21.74;71.75;1.666667;
83781;11/04/2015;1200;0;;17.2;;;;;;
83781;12/04/2015;0000;;25.7;;5.8;3.5;19.92;76.5;1.866667;
83781;12/04/2015;1200;0;;16.8;;;;;;
83781;13/04/2015;0000;;25.7;;2.7;3;20.88;76;1.866667;
83781;13/04/2015;1200;0;;18.1;;;;;;
83781;14/04/2015;0000;;28.8;;7;3;21.7;71.75;3;
83781;14/04/2015;1200;0;;18.4;;;;;;
83781;15/04/2015;0000;;27.4;;4.9;3.2;21.94;79.75;2.166667;
83781;15/04/2015;1200;0;;18.5;;;;;;
83781;16/04/2015;0000;;26.7;;4.9;2.8;21.26;87;1.866667;
83781;16/04/2015;1200;25.4;;18.6;;;;;;
83781;17/04/2015;0000;;27;;9.1;2;21.42;76.5;2.566667;
83781;17/04/2015;1200;37.2;;18.4;;;;;;
83781;18/04/2015;0000;;29.3;;7.5;3;23.36;72.75;2.266667;
83781;18/04/2015;1200;0;;18.2;;;;;;
83781;19/04/2015;0000;;27.2;;0.7;3.7;22.5;84.25;1.066667;
83781;19/04/2015;1200;0;;20.3;;;;;;
83781;20/04/2015;0000;;29.2;;7.6;1.8;24;74.5;1.766667;
83781;20/04/2015;1200;20.2;;19.3;;;;;;
83781;21/04/2015;0000;;29;;4.5;3.6;22.52;87.5;3.033333;
83781;21/04/2015;1200;0;;19.3;;;;;;
83781;22/04/2015;0000;;21.6;;0;1.9;20.06;89.5;1.6;
83781;22/04/2015;1200;2.4;;18.9;;;;;;
83781;23/04/2015;0000;;24.9;;2.5;1.6;21.2;82.25;2.166667;
83781;23/04/2015;1200;14.6;;18.6;;;;;;
83781;24/04/2015;0000;;28.1;;9.5;1.9;22.52;75.25;2.066667;
83781;24/04/2015;1200;0;;19.3;;;;;;
83781;25/04/2015;0000;;23.3;;7.7;2.2;19.18;74.75;3.6;
83781;25/04/2015;1200;0;;17.4;;;;;;
83781;26/04/2015;0000;;23.7;;5.9;4.6;19.04;79.25;3.433333;
83781;26/04/2015;1200;0.8;;16.1;;;;;;
83781;27/04/2015;0000;;24.9;;7.5;3.1;19.82;74.25;2.3;
83781;27/04/2015;1200;0;;17.5;;;;;;
83781;28/04/2015;0000;;26.9;;5.9;2.9;20.26;74;2.466667;
83781;28/04/2015;1200;0;;17.2;;;;;;
83781;29/04/2015;0000;;22.7;;2.7;3.6;18.66;79;3;
83781;29/04/2015;1200;0;;16.8;;;;;;
83781;30/04/2015;0000;;18.7;;0.1;2.6;16.22;80;4.2;
83781;30/04/2015;1200;0;;14.7;;;;;;
83781;01/05/2015;0000;;22;;4.2;2.2;17.34;77;2.733333;
83781;01/05/2015;1200;0;;13.4;;;;;;
83781;02/05/2015;0000;;26.4;;7.3;2.3;19.26;83;1.566667;
83781;02/05/2015;1200;0;;14.7;;;;;;
83781;03/05/2015;0000;;26.3;;4.6;4.5;21.04;69;2.066667;
83781;03/05/2015;1200;0;;15.8;;;;;;
83781;04/05/2015;0000;;22.3;;0.6;5.5;19.96;85.25;2.966667;
83781;04/05/2015;1200;1;;17.9;;;;;;
83781;05/05/2015;0000;;20.8;;0;1.5;18.14;85.5;2.866667;
83781;05/05/2015;1200;9.9;;16.6;;;;;;
83781;06/05/2015;0000;;20.4;;0.1;2;17.76;84.25;3;
83781;06/05/2015;1200;0;;15.9;;;;;;
83781;07/05/2015;0000;;21.7;;5.9;2;17.8;79.75;4.033333;
83781;07/05/2015;1200;0;;15.8;;;;;;
83781;08/05/2015;0000;;19.2;;1.1;2.5;16.14;73.5;2.866667;
83781;08/05/2015;1200;0;;13.9;;;;;;
83781;09/05/2015;0000;;26.1;;8.7;2.5;18.04;75.5;1.733333;
83781;09/05/2015;1200;0;;13.7;;;;;;
83781;10/05/2015;0000;;21;;0.8;2.8;16.94;91;2.366667;
83781;10/05/2015;1200;0;;13.7;;;;;;
83781;11/05/2015;0000;;20.6;;0.6;1.3;17.86;81.5;3.033333;
83781;11/05/2015;1200;22.2;;15.7;;;;;;
83781;12/05/2015;0000;;21.7;;5.7;2.4;17.12;80.5;2.966667;
83781;12/05/2015;1200;0;;14.2;;;;;;
83781;13/05/2015;0000;;18.9;;0.1;2;16.34;82.75;3.2;
83781;13/05/2015;1200;2.8;;14.7;;;;;;
83781;14/05/2015;0000;;21;;2.8;2;16.72;81.75;2.8;
83781;14/05/2015;1200;0;;14.2;;;;;;
83781;15/05/2015;0000;;21.5;;2.9;3;16.84;79.75;3.433333;
83781;15/05/2015;1200;0;;13.6;;;;;;
83781;16/05/2015;0000;;22.3;;8.5;1.5;17.18;76.75;2.166667;
83781;16/05/2015;1200;0;;13.2;;;;;;
83781;17/05/2015;0000;;22.4;;3;3;18.26;82;1.733333;
83781;17/05/2015;1200;0;;15.4;;;;;;
83781;18/05/2015;0000;;21.3;;0;2.1;18.6;84.5;2.2;
83781;18/05/2015;1200;0;;16.6;;;;;;
83781;19/05/2015;0000;;22.9;;0.9;2;18.64;86.5;3.466667;
83781;19/05/2015;1200;0;;17;;;;;;
83781;20/05/2015;0000;;23.3;;5.9;1.6;18.74;79.25;2.766667;
83781;20/05/2015;1200;0.2;;15.9;;;;;;
83781;21/05/2015;0000;;25;;7.3;2.3;19.46;78.75;1.366667;
83781;21/05/2015;1200;0;;16.3;;;;;;
83781;22/05/2015;0000;;25.4;;7.9;2.8;20.26;77.5;1.7;
83781;22/05/2015;1200;0;;16.3;;;;;;
83781;23/05/2015;0000;;24.4;;4.5;2.7;19.94;72.25;1.9;
83781;23/05/2015;1200;0;;15.9;;;;;;
83781;24/05/2015;0000;;26.3;;7.5;5;21.8;65.25;2.466667;
83781;24/05/2015;1200;0;;17.9;;;;;;
83781;25/05/2015;0000;;27.4;;5.4;4;22.06;73;1;
83781;25/05/2015;1200;0;;17.5;;;;;;
83781;26/05/2015;0000;;24.8;;1.6;4;21.28;81;2.2;
83781;26/05/2015;1200;0;;19.7;;;;;;
83781;27/05/2015;0000;;27.1;;5.5;2.1;22.94;65;2.533333;
83781;27/05/2015;1200;0;;19.7;;;;;;
83781;28/05/2015;0000;;23.2;;0;5.4;18.56;83.5;3.6;
83781;28/05/2015;1200;1.8;;16.8;;;;;;
83781;29/05/2015;0000;;21.9;;6.3;2;17.68;70;1.366667;
83781;29/05/2015;1200;7.2;;15.3;;;;;;
83781;30/05/2015;0000;;22.9;;6.4;3.3;17.52;58.25;1.4;
83781;30/05/2015;1200;0;;13.1;;;;;;
83781;31/05/2015;0000;;18.4;;0;4;16.28;94;1.2;
83781;31/05/2015;1200;5.6;;13.6;;;;;;
83781;01/06/2015;0000;;18;;0;0.7;16.28;93.5;0.5;
83781;01/06/2015;1200;2.2;;15.2;;;;;;
83781;02/06/2015;0000;;17.5;;0;0.9;16.04;87.5;2.933333;
83781;02/06/2015;1200;0.5;;15;;;;;;
83781;03/06/2015;0000;;21.7;;4;1.2;17.94;82.75;2.438507;
83781;03/06/2015;1200;0;;15;;;;;;
83781;04/06/2015;0000;;24.1;;6.5;1.6;18.36;82.25;1.066667;
83781;04/06/2015;1200;0;;14.6;;;;;;
83781;05/06/2015;0000;;25.3;;7.1;1.6;18.32;78.5;1.466667;
83781;05/06/2015;1200;0;;14.1;;;;;;
83781;06/06/2015;0000;;26.1;;8.5;2.5;19.66;67.5;2.166667;
83781;06/06/2015;1200;0;;13.8;;;;;;
83781;07/06/2015;0000;;26.2;;4.7;4.1;20.62;65;2.066667;
83781;07/06/2015;1200;0;;15.9;;;;;;
83781;08/06/2015;0000;;26.4;;8.6;3.6;20.86;66;1.7;
83781;08/06/2015;1200;0;;15.2;;;;;;
83781;09/06/2015;0000;;26;;8.3;4.3;20.32;61.75;1.366667;
83781;09/06/2015;1200;0;;15.2;;;;;;
83781;10/06/2015;0000;;26.2;;7.1;4.3;20.54;56.25;2.433333;
83781;10/06/2015;1200;0;;15.5;;;;;;
83781;11/06/2015;0000;;26.9;;8.8;7.7;22.72;47.5;2.40036;
83781;11/06/2015;1200;0;;17.5;;;;;;
83781;12/06/2015;0000;;23.5;;0;6.5;18.8;85.5;3.166667;
83781;12/06/2015;1200;0;;16.9;;;;;;
83781;13/06/2015;0000;;27.4;;8.6;1.5;21.1;59.5;2.166667;
83781;13/06/2015;1200;0;;15.5;;;;;;
83781;14/06/2015;0000;;27.3;;7.9;7;22.76;58.25;3.833333;
83781;14/06/2015;1200;0;;18.1;;;;;;
83781;15/06/2015;0000;;23.4;;0;7.6;16.02;91.75;3;
83781;15/06/2015;1200;0;;13.1;;;;;;
83781;16/06/2015;0000;;18.1;;1.6;1;14.82;84.75;3.033333;
83781;16/06/2015;1200;9;;12.1;;;;;;
83781;17/06/2015;0000;;25.1;;3.1;1.7;19.8;77.75;1.8;
83781;17/06/2015;1200;0;;13.9;;;;;;
83781;18/06/2015;0000;;26.2;;7.5;2.2;19.88;74;3.666667;
83781;18/06/2015;1200;0;;15.8;;;;;;
83781;19/06/2015;0000;;17.7;;0.7;4;14.66;86.5;4.3;
83781;19/06/2015;1200;3.8;;13.2;;;;;;
83781;20/06/2015;0000;;20.4;;8.4;1.9;15.82;73;4.3;
83781;20/06/2015;1200;0;;12.5;;;;;;
83781;21/06/2015;0000;;24.6;;6.8;3;17.32;76;1.366667;
83781;21/06/2015;1200;0;;12.6;;;;;;
83781;22/06/2015;0000;;24.6;;7.2;2.1;18.54;69.75;2.7;
83781;22/06/2015;1200;0;;13.1;;;;;;
83781;23/06/2015;0000;;25.5;;6.3;4;19.02;69.5;1.633333;
83781;23/06/2015;1200;0;;14.4;;;;;;
83781;24/06/2015;0000;;18;;0;3.4;14.54;89.25;4.533333;
83781;24/06/2015;1200;3.8;;13.9;;;;;;
83781;25/06/2015;0000;;17.4;;1.4;1.9;14.72;78.5;4.8;
83781;25/06/2015;1200;1;;12.1;;;;;;
83781;26/06/2015;0000;;20.9;;7;2.1;15.26;76.5;3;
83781;26/06/2015;1200;0;;12;;;;;;
83781;27/06/2015;0000;;20.8;;8.7;2.8;15.34;74.25;2.3;
83781;27/06/2015;1200;0;;10.6;;;;;;
83781;28/06/2015;0000;;21.8;;7.2;2.3;15.48;71.75;2.033333;
83781;28/06/2015;1200;0;;11.2;;;;;;
83781;29/06/2015;0000;;24.4;;8.5;2.8;17.2;65.5;2.366667;
83781;29/06/2015;1200;0;;11;;;;;;
83781;30/06/2015;0000;;25.1;;7.6;3.7;19.36;61.25;3;
83781;30/06/2015;1200;0;;13.2;;;;;;
83781;01/07/2015;0000;;20.5;;0;5.5;17.78;87.75;1.4;
83781;01/07/2015;1200;0;;16.2;;;;;;
83781;02/07/2015;0000;;19.9;;0;1.5;17.2;87.75;2.533333;
83781;02/07/2015;1200;1.6;;15.1;;;;;;
83781;03/07/2015;0000;;18.4;;0;1.5;17.52;88;2.333333;
83781;03/07/2015;1200;17.8;;15.6;;;;;;
83781;04/07/2015;0000;;21;;0;1.5;14.94;86.5;1.9;
83781;04/07/2015;1200;15.2;;10.9;;;;;;
83781;05/07/2015;0000;;14.5;;0;1.7;12.9;84;1.9;
83781;05/07/2015;1200;4.4;;11;;;;;;
83781;06/07/2015;0000;;20.6;;5.5;1.5;15.78;77;2.533333;
83781;06/07/2015;1200;0;;11.3;;;;;;
83781;07/07/2015;0000;;20.2;;0;2.2;16.8;89.75;1.966667;
83781;07/07/2015;1200;0;;13.3;;;;;;
83781;08/07/2015;0000;;18.7;;0;0.6;17.02;84.25;3.2;
83781;08/07/2015;1200;4.5;;14.9;;;;;;
83781;09/07/2015;0000;;20.4;;7.9;3;17.54;72.5;4.6;
83781;09/07/2015;1200;0;;15.3;;;;;;
83781;10/07/2015;0000;;25.4;;8;3.3;19.24;74;1.866667;
83781;10/07/2015;1200;0;;14;;;;;;
83781;11/07/2015;0000;;19.8;;0.1;2.9;17.46;84;2.366667;
83781;11/07/2015;1200;0;;16;;;;;;
83781;12/07/2015;0000;;27.4;;8.4;1.6;20.32;67.5;2.6;
83781;12/07/2015;1200;3;;14;;;;;;
83781;13/07/2015;0000;;28.7;;8.2;3.9;22.06;55.5;3;
83781;13/07/2015;1200;0;;16.7;;;;;;
83781;14/07/2015;0000;;29.3;;8.2;7.8;23.3;49.75;2.5;
83781;14/07/2015;1200;0;;18.4;;;;;;
83781;15/07/2015;0000;;27.6;;3.1;5.8;20.18;69.25;0.833333;
83781;15/07/2015;1200;0;;17.2;;;;;;
83781;16/07/2015;0000;;25.8;;4.1;3.4;19.88;74.25;1.4;
83781;16/07/2015;1200;0;;16.2;;;;;;
83781;17/07/2015;0000;;24.3;;1;2.3;19.14;73;1.6;
83781;17/07/2015;1200;0;;15.8;;;;;;
83781;18/07/2015;0000;;23.8;;6.3;2.9;20.2;66.75;1.5;
83781;18/07/2015;1200;0;;18.2;;;;;;
83781;19/07/2015;0000;;25.9;;8.6;3.3;19.98;51.75;3.2;
83781;19/07/2015;1200;0;;14.6;;;;;;
83781;20/07/2015;0000;;25.1;;7.5;6.5;20.56;54.75;2.566667;
